"WatchList","HostAddress","ReasonAdded","MemberSince"
"Cryptolocker Domain Generation Algorithm","aplgramashklpc.co.uk","Cryptolocker Domain Active on 2018-11-23","2018-11-21T01:26:58Z",
"Cryptolocker Domain Generation Algorithm","apmofilornnqki.org","Cryptolocker Domain Active on 2018-11-23","2018-11-21T01:27:05Z",
"Cryptolocker Domain Generation Algorithm","apoasodbcnlou.com","Cryptolocker Domain Active on 2018-11-21","2018-11-19T01:25:47Z",
"Cryptolocker Domain Generation Algorithm","apwsycglchyas.co.uk","Cryptolocker Domain Active on 2018-11-20","2018-11-18T01:26:02Z",
"Cryptolocker Domain Generation Algorithm","apwwmhmnyxquq.org","Cryptolocker Domain Active on 2018-11-20","2018-11-18T01:25:47Z",
"Cryptolocker Domain Generation Algorithm","aqbbuojgmppd.info","Cryptolocker Domain Active on 2018-11-20","2018-11-18T01:26:07Z",
"Cryptolocker Domain Generation Algorithm","aqjbsqdoppqjl.org","Cryptolocker Domain Active on 2018-11-22","2018-11-20T01:26:10Z",
"Cryptolocker Domain Generation Algorithm","aqjpovsmsfiuen.biz","Cryptolocker Domain Active on 2018-11-22","2018-11-20T01:26:04Z",
"Cryptolocker Domain Generation Algorithm","aqldcwouqquykde.org","Cryptolocker Domain Active on 2018-11-22","2018-11-20T01:25:58Z",
"Cryptolocker Domain Generation Algorithm","aqopiwriercd.info","Cryptolocker Domain Active on 2018-11-22","2018-11-20T01:26:15Z",
"Cryptolocker Domain Generation Algorithm","aqowsrtlkvaoskn.biz","Cryptolocker Domain Active on 2018-11-21","2018-11-19T01:25:52Z",
"Cryptolocker Domain Generation Algorithm","aqrtobkuavgvm.biz","Cryptolocker Domain Active on 2018-11-22","2018-11-20T01:26:07Z",
"Cryptolocker Domain Generation Algorithm","aqtagdewrlnq.co.uk","Cryptolocker Domain Active on 2018-11-20","2018-11-18T01:26:08Z",
"Cryptolocker Domain Generation Algorithm","aqtgapigvcxdc.biz","Cryptolocker Domain Active on 2018-11-23","2018-11-21T01:27:19Z",
"Cryptolocker Domain Generation Algorithm","arasfkrrlata.ru","Cryptolocker Domain Active on 2018-11-23","2018-11-21T01:27:31Z",
"Cryptolocker Domain Generation Algorithm","arbuflgaeadv.com","Cryptolocker Domain Active on 2018-11-21","2018-11-19T01:26:04Z",
"Cryptolocker Domain Generation Algorithm","argncebfwllcr.com","Cryptolocker Domain Active on 2018-11-19","2018-11-17T01:26:36Z",
"Cryptolocker Domain Generation Algorithm","arkvbsjujvucol.net","Cryptolocker Domain Active on 2018-11-19","2018-11-17T01:26:31Z",
"Cryptolocker Domain Generation Algorithm","armomkrgmgapwqb.com","Cryptolocker Domain Active on 2018-11-23","2018-11-21T01:26:57Z",
"Cryptolocker Domain Generation Algorithm","armtbmkrxbwel.biz","Cryptolocker Domain Active on 2018-11-22","2018-11-20T01:26:10Z",
"Cryptolocker Domain Generation Algorithm","arvajxomnankwg.net","Cryptolocker Domain Active on 2018-11-19","2018-11-17T01:26:33Z",
"Cryptolocker Domain Generation Algorithm","arvcjnumraej.biz","Cryptolocker Domain Active on 2018-11-21","2018-11-19T01:26:06Z",
"Cryptolocker Domain Generation Algorithm","arvlmsjjlfsy.net","Cryptolocker Domain Active on 2018-11-22","2018-11-20T01:26:15Z",
"Cryptolocker Domain Generation Algorithm","arxnvwfqfqcgff.net","Cryptolocker Domain Active on 2018-11-22","2018-11-20T01:26:03Z",
"Cryptolocker Domain Generation Algorithm","ascdprdyiikxo.org","Cryptolocker Domain Active on 2018-11-22","2018-11-20T01:26:09Z",
"Cryptolocker Domain Generation Algorithm","asgktmaafiytivg.ru","Cryptolocker Domain Active on 2018-11-23","2018-11-21T01:26:54Z",
"Cryptolocker Domain Generation Algorithm","ashmeqmmjsgao.info","Cryptolocker Domain Active on 2018-11-20","2018-11-18T01:26:03Z",
"Cryptolocker Domain Generation Algorithm","asjemwicpfkv.net","Cryptolocker Domain Active on 2018-11-20","2018-11-18T01:26:09Z",
"Cryptolocker Domain Generation Algorithm","aslpaqiliauy.info","Cryptolocker Domain Active on 2018-11-20","2018-11-18T01:26:07Z",
"Cryptolocker Domain Generation Algorithm","astigpfhuyrjpf.ru","Cryptolocker Domain Active on 2018-11-21","2018-11-19T01:25:57Z",
"Cryptolocker Domain Generation Algorithm","asvauymaxpex.ru","Cryptolocker Domain Active on 2018-11-19","2018-11-17T01:26:47Z",
"Cryptolocker Domain Generation Algorithm","aswbmcvrwgyypth.co.uk","Cryptolocker Domain Active on 2018-11-19","2018-11-17T01:26:23Z",
"Cryptolocker Domain Generation Algorithm","asxeurutuundohg.biz","Cryptolocker Domain Active on 2018-11-22","2018-11-20T01:25:56Z",
"Cryptolocker Domain Generation Algorithm","atopalfwlruur.info","Cryptolocker Domain Active on 2018-11-20","2018-11-18T01:25:58Z",
"Cryptolocker Domain Generation Algorithm","atqioltxpabsqwb.com","Cryptolocker Domain Active on 2018-11-20","2018-11-18T01:25:50Z",
"Cryptolocker Domain Generation Algorithm","atunusdslnkygra.info","Cryptolocker Domain Active on 2018-11-20","2018-11-18T01:25:50Z",
"Cryptolocker Domain Generation Algorithm","atwsxoiwnwiplvq.net","Cryptolocker Domain Active on 2018-11-22","2018-11-20T01:25:58Z",
"Cryptolocker Domain Generation Algorithm","aucjokuhtckb.com","Cryptolocker Domain Active on 2018-11-22","2018-11-20T01:26:14Z",
"Cryptolocker Domain Generation Algorithm","augkiijufsspqmn.net","Cryptolocker Domain Active on 2018-11-22","2018-11-20T01:25:58Z",
"Cryptolocker Domain Generation Algorithm","auhjmfifnurm.co.uk","Cryptolocker Domain Active on 2018-11-19","2018-11-17T01:26:45Z",
"Cryptolocker Domain Generation Algorithm","aukbgystpaecnq.org","Cryptolocker Domain Active on 2018-11-22","2018-11-20T01:26:05Z",
"Cryptolocker Domain Generation Algorithm","aukchspwlmjrf.co.uk","Cryptolocker Domain Active on 2018-11-23","2018-11-21T01:27:18Z",
"Cryptolocker Domain Generation Algorithm","auknnbkiekikgad.ru","Cryptolocker Domain Active on 2018-11-20","2018-11-18T01:25:52Z",
"Cryptolocker Domain Generation Algorithm","aunvhpmqsyjidv.ru","Cryptolocker Domain Active on 2018-11-20","2018-11-18T01:25:55Z",
"Cryptolocker Domain Generation Algorithm","avdvyedjfeuaot.info","Cryptolocker Domain Active on 2018-11-19","2018-11-17T01:26:30Z",
"Cryptolocker Domain Generation Algorithm","avegshffytcmr.net","Cryptolocker Domain Active on 2018-11-21","2018-11-19T01:25:59Z",
"Cryptolocker Domain Generation Algorithm","avettlxrppoxqn.org","Cryptolocker Domain Active on 2018-11-19","2018-11-17T01:26:28Z",
"Cryptolocker Domain Generation Algorithm","avlegqtttchtbnd.com","Cryptolocker Domain Active on 2018-11-19","2018-11-17T01:26:17Z",
"Cryptolocker Domain Generation Algorithm","avnetomecgsojr.net","Cryptolocker Domain Active on 2018-11-19","2018-11-17T01:26:30Z",
"Cryptolocker Domain Generation Algorithm","avpwfjchgxylu.ru","Cryptolocker Domain Active on 2018-11-23","2018-11-21T01:27:14Z",
"Cryptolocker Domain Generation Algorithm","avrcqvxmsugi.co.uk","Cryptolocker Domain Active on 2018-11-23","2018-11-21T01:27:34Z",
"Cryptolocker Domain Generation Algorithm","avtvwrjvwntoh.co.uk","Cryptolocker Domain Active on 2018-11-19","2018-11-17T01:26:16Z",
"Cryptolocker Domain Generation Algorithm","awcdllqfssoi.com","Cryptolocker Domain Active on 2018-11-23","2018-11-21T01:27:29Z",
"Cryptolocker Domain Generation Algorithm","awgdosgwbriiota.ru","Cryptolocker Domain Active on 2018-11-19","2018-11-17T01:26:25Z",
"Cryptolocker Domain Generation Algorithm","awiyhydeqkkgv.info","Cryptolocker Domain Active on 2018-11-19","2018-11-17T01:26:38Z",
"Cryptolocker Domain Generation Algorithm","awjrythippnck.info","Cryptolocker Domain Active on 2018-11-19","2018-11-17T01:26:36Z",
"Cryptolocker Domain Generation Algorithm","awmgeuppwlbaerd.biz","Cryptolocker Domain Active on 2018-11-22","2018-11-20T01:25:56Z",
"Cryptolocker Domain Generation Algorithm","awmohirbpbqe.net","Cryptolocker Domain Active on 2018-11-22","2018-11-20T01:26:13Z",
"Cryptolocker Domain Generation Algorithm","awnynvkmnpubdw.biz","Cryptolocker Domain Active on 2018-11-20","2018-11-18T01:25:53Z",
"Cryptolocker Domain Generation Algorithm","awsjfvhluxydqgq.ru","Cryptolocker Domain Active on 2018-11-20","2018-11-18T01:25:53Z",
"Cryptolocker Domain Generation Algorithm","awsspneubogk.ru","Cryptolocker Domain Active on 2018-11-21","2018-11-19T01:26:05Z",
"Cryptolocker Domain Generation Algorithm","awuxqkesrpdmkki.biz","Cryptolocker Domain Active on 2018-11-21","2018-11-19T01:25:51Z",
"Cryptolocker Domain Generation Algorithm","awwfwnneixlc.net","Cryptolocker Domain Active on 2018-11-19","2018-11-17T01:26:46Z",
"Cryptolocker Domain Generation Algorithm","axbuhapdbeitbid.net","Cryptolocker Domain Active on 2018-11-21","2018-11-19T01:25:50Z",
"Cryptolocker Domain Generation Algorithm","axdydfkwbogvh.ru","Cryptolocker Domain Active on 2018-11-22","2018-11-20T01:26:06Z",
"Cryptolocker Domain Generation Algorithm","axibiawjphmmw.com","Cryptolocker Domain Active on 2018-11-22","2018-11-20T01:26:09Z",
"Cryptolocker Domain Generation Algorithm","axofqywqgjlvjp.org","Cryptolocker Domain Active on 2018-11-23","2018-11-21T01:27:02Z",
"Cryptolocker Domain Generation Algorithm","axteywflyselmbp.com","Cryptolocker Domain Active on 2018-11-23","2018-11-21T01:26:48Z",
"Cryptolocker Domain Generation Algorithm","axulishxvldfldf.info","Cryptolocker Domain Active on 2018-11-23","2018-11-21T01:26:56Z",
"Cryptolocker Domain Generation Algorithm","aycqfiyxrhhd.net","Cryptolocker Domain Active on 2018-11-23","2018-11-21T01:27:31Z",
"Cryptolocker Domain Generation Algorithm","aygwvehsdihvune.org","Cryptolocker Domain Active on 2018-11-22","2018-11-20T01:25:56Z",
"Cryptolocker Domain Generation Algorithm","ayhvcsgtkjastv.ru","Cryptolocker Domain Active on 2018-11-23","2018-11-21T01:27:10Z",
"Cryptolocker Domain Generation Algorithm","aylwceqyrnjaw.org","Cryptolocker Domain Active on 2018-11-23","2018-11-21T01:27:24Z",
"Cryptolocker Domain Generation Algorithm","aynwmcgorgtpbx.info","Cryptolocker Domain Active on 2018-11-21","2018-11-19T01:25:53Z",
"Cryptolocker Domain Generation Algorithm","ayrgsfqpsaedp.com","Cryptolocker Domain Active on 2018-11-22","2018-11-20T01:26:11Z",
"Cryptolocker Domain Generation Algorithm","ayrraddptbadh.net","Cryptolocker Domain Active on 2018-11-20","2018-11-18T01:26:01Z",
"Cryptolocker Domain Generation Algorithm","aytmmdfjwpumh.net","Cryptolocker Domain Active on 2018-11-19","2018-11-17T01:26:37Z",
"Cryptolocker Domain Generation Algorithm","ayuhoaffukch.org","Cryptolocker Domain Active on 2018-11-22","2018-11-20T01:26:14Z",
"Cryptolocker Domain Generation Algorithm","bahplstlsxqjyh.co.uk","Cryptolocker Domain Active on 2018-11-23","2018-11-21T01:27:10Z",
"Cryptolocker Domain Generation Algorithm","bansfnxkqjiifa.net","Cryptolocker Domain Active on 2018-11-19","2018-11-17T01:26:30Z",
"Cryptolocker Domain Generation Algorithm","bapctolhpgoep.biz","Cryptolocker Domain Active on 2018-11-22","2018-11-20T01:26:11Z",
"Cryptolocker Domain Generation Algorithm","bapphffafextbe.com","Cryptolocker Domain Active on 2018-11-20","2018-11-18T01:25:55Z",
"Cryptolocker Domain Generation Algorithm","bauehiduakofd.com","Cryptolocker Domain Active on 2018-11-23","2018-11-21T01:27:18Z",
"Cryptolocker Domain Generation Algorithm","bavvplalqycfuf.ru","Cryptolocker Domain Active on 2018-11-19","2018-11-17T01:26:32Z",
"Cryptolocker Domain Generation Algorithm","bbbjprpqtssslcr.co.uk","Cryptolocker Domain Active on 2018-11-22","2018-11-20T01:25:58Z",
"Cryptolocker Domain Generation Algorithm","bbgtsuwenjnr.com","Cryptolocker Domain Active on 2018-11-21","2018-11-19T01:26:06Z",
"Cryptolocker Domain Generation Algorithm","bbooexkvnolw.info","Cryptolocker Domain Active on 2018-11-20","2018-11-18T01:26:08Z",
"Cryptolocker Domain Generation Algorithm","bbqorwudwijldd.ru","Cryptolocker Domain Active on 2018-11-19","2018-11-17T01:26:27Z",
"Cryptolocker Domain Generation Algorithm","bbsabixckdvhd.net","Cryptolocker Domain Active on 2018-11-19","2018-11-17T01:26:38Z",
"Cryptolocker Domain Generation Algorithm","bcnpvrgjadnhgh.biz","Cryptolocker Domain Active on 2018-11-22","2018-11-20T01:26:03Z",
"Cryptolocker Domain Generation Algorithm","bcrnaoyqqiumdh.net","Cryptolocker Domain Active on 2018-11-20","2018-11-18T01:25:56Z",
"Cryptolocker Domain Generation Algorithm","bcskinuvabpkjri.org","Cryptolocker Domain Active on 2018-11-20","2018-11-18T01:25:51Z",
"Cryptolocker Domain Generation Algorithm","bdgcomrhdfrf.org","Cryptolocker Domain Active on 2018-11-20","2018-11-18T01:26:08Z",
"Cryptolocker Domain Generation Algorithm","bdnyduxupulfh.co.uk","Cryptolocker Domain Active on 2018-11-22","2018-11-20T01:26:06Z",
"Cryptolocker Domain Generation Algorithm","bdsfluhudmdun.org","Cryptolocker Domain Active on 2018-11-21","2018-11-19T01:26:01Z",
"Cryptolocker Domain Generation Algorithm","bdtlpqamwpxti.co.uk","Cryptolocker Domain Active on 2018-11-19","2018-11-17T01:26:37Z",
"Cryptolocker Domain Generation Algorithm","bdyddirffmfiat.info","Cryptolocker Domain Active on 2018-11-23","2018-11-21T01:27:02Z",
"Cryptolocker Domain Generation Algorithm","beiuclarkemunra.info","Cryptolocker Domain Active on 2018-11-19","2018-11-17T01:26:23Z",
"Cryptolocker Domain Generation Algorithm","bejnnaorihqubnf.biz","Cryptolocker Domain Active on 2018-11-19","2018-11-17T01:26:17Z",
"Cryptolocker Domain Generation Algorithm","bemuqadbelqnk.biz","Cryptolocker Domain Active on 2018-11-20","2018-11-18T01:26:00Z",
"Cryptolocker Domain Generation Algorithm","beqbxcfrarsfrf.net","Cryptolocker Domain Active on 2018-11-19","2018-11-17T01:26:29Z",
"Cryptolocker Domain Generation Algorithm","beqnxsdywbxvmph.org","Cryptolocker Domain Active on 2018-11-19","2018-11-17T01:26:20Z",
"Cryptolocker Domain Generation Algorithm","beudxdkdwdltfov.biz","Cryptolocker Domain Active on 2018-11-20","2018-11-18T01:25:50Z",
"Cryptolocker Domain Generation Algorithm","bfcuhhvppjrmvlq.com","Cryptolocker Domain Active on 2018-11-22","2018-11-20T01:25:59Z",
"Cryptolocker Domain Generation Algorithm","bfhbgjuakiftr.net","Cryptolocker Domain Active on 2018-11-19","2018-11-17T01:26:36Z",
"Cryptolocker Domain Generation Algorithm","bfliixwtbioqoh.biz","Cryptolocker Domain Active on 2018-11-19","2018-11-17T01:26:31Z",
"Cryptolocker Domain Generation Algorithm","bfmeeloykrao.com","Cryptolocker Domain Active on 2018-11-20","2018-11-18T01:26:07Z",
"Cryptolocker Domain Generation Algorithm","bfpgcoxukjgiyrj.org","Cryptolocker Domain Active on 2018-11-20","2018-11-18T01:25:53Z",
"Cryptolocker Domain Generation Algorithm","bfqbjegfjvkq.ru","Cryptolocker Domain Active on 2018-11-19","2018-11-17T01:26:43Z",
"Cryptolocker Domain Generation Algorithm","bfsntsuvovrecy.biz","Cryptolocker Domain Active on 2018-11-20","2018-11-18T01:25:57Z",
"Cryptolocker Domain Generation Algorithm","bfsvyqocitec.net","Cryptolocker Domain Active on 2018-11-21","2018-11-19T01:26:07Z",
"Cryptolocker Domain Generation Algorithm","bfvxcsfvxiijv.com","Cryptolocker Domain Active on 2018-11-22","2018-11-20T01:25:56Z",
"Cryptolocker Domain Generation Algorithm","bfwomqbsmgtugd.biz","Cryptolocker Domain Active on 2018-11-20","2018-11-18T01:25:57Z",
"Cryptolocker Domain Generation Algorithm","bghcfvdxtxyxgt.co.uk","Cryptolocker Domain Active on 2018-11-21","2018-11-19T01:25:56Z",
"Cryptolocker Domain Generation Algorithm","bgkuyrlnyhfkabh.info","Cryptolocker Domain Active on 2018-11-21","2018-11-19T01:25:51Z",
"Cryptolocker Domain Generation Algorithm","bgntmgkpwdiujs.biz","Cryptolocker Domain Active on 2018-11-20","2018-11-18T01:25:56Z",
"Cryptolocker Domain Generation Algorithm","bgobnhujujkoao.org","Cryptolocker Domain Active on 2018-11-22","2018-11-20T01:26:04Z",
"Cryptolocker Domain Generation Algorithm","bgohauyitebtkx.ru","Cryptolocker Domain Active on 2018-11-22","2018-11-20T01:26:06Z",
"Cryptolocker Domain Generation Algorithm","bgwuemsxnbkh.org","Cryptolocker Domain Active on 2018-11-21","2018-11-19T01:26:07Z",
"Cryptolocker Domain Generation Algorithm","bhevttivgurqv.org","Cryptolocker Domain Active on 2018-11-22","2018-11-20T01:26:08Z",
"Cryptolocker Domain Generation Algorithm","bhfioanshhfnfmm.ru","Cryptolocker Domain Active on 2018-11-20","2018-11-18T01:25:50Z",
"Cryptolocker Domain Generation Algorithm","bhhegnfkxbyemg.com","Cryptolocker Domain Active on 2018-11-23","2018-11-21T01:27:11Z",
"Cryptolocker Domain Generation Algorithm","bhiqingbenawec.ru","Cryptolocker Domain Active on 2018-11-20","2018-11-18T01:25:53Z",
"Cryptolocker Domain Generation Algorithm","bhjusrfuhppl.org","Cryptolocker Domain Active on 2018-11-22","2018-11-20T01:26:13Z",
"Cryptolocker Domain Generation Algorithm","bhktjkfsbsphnn.net","Cryptolocker Domain Active on 2018-11-21","2018-11-19T01:25:53Z",
"Cryptolocker Domain Generation Algorithm","bhlipqlhwpsyqno.ru","Cryptolocker Domain Active on 2018-11-21","2018-11-19T01:25:52Z",
"Cryptolocker Domain Generation Algorithm","bhtlsfctnwqra.co.uk","Cryptolocker Domain Active on 2018-11-20","2018-11-18T01:26:01Z",
"Cryptolocker Domain Generation Algorithm","bhttyjnoioddua.net","Cryptolocker Domain Active on 2018-11-22","2018-11-20T01:26:01Z",
"Cryptolocker Domain Generation Algorithm","bhxffmmsgjiy.org","Cryptolocker Domain Active on 2018-11-21","2018-11-19T01:26:05Z",
"Cryptolocker Domain Generation Algorithm","bidmfcylgtjteph.com","Cryptolocker Domain Active on 2018-11-23","2018-11-21T01:26:48Z",
"Cryptolocker Domain Generation Algorithm","biehhsjecjqqwq.org","Cryptolocker Domain Active on 2018-11-21","2018-11-19T01:25:54Z",
"Cryptolocker Domain Generation Algorithm","bikeldoaaxufy.biz","Cryptolocker Domain Active on 2018-11-23","2018-11-21T01:27:17Z",
"Cryptolocker Domain Generation Algorithm","bimiqwrjbfrlw.info","Cryptolocker Domain Active on 2018-11-19","2018-11-17T01:26:39Z",
"Cryptolocker Domain Generation Algorithm","bimyhdggbxqa.net","Cryptolocker Domain Active on 2018-11-23","2018-11-21T01:27:29Z",
"Cryptolocker Domain Generation Algorithm","biolrpjrdrxpnl.net","Cryptolocker Domain Active on 2018-11-21","2018-11-19T01:25:57Z",
"Cryptolocker Domain Generation Algorithm","biqgntitugtq.net","Cryptolocker Domain Active on 2018-11-22","2018-11-20T01:26:13Z",
"Cryptolocker Domain Generation Algorithm","birjnhjqluyjppp.info","Cryptolocker Domain Active on 2018-11-19","2018-11-17T01:26:23Z",
"Cryptolocker Domain Generation Algorithm","bivmapotpnwtj.ru","Cryptolocker Domain Active on 2018-11-21","2018-11-19T01:26:01Z",
"Cryptolocker Domain Generation Algorithm","bivwyapywyahvac.org","Cryptolocker Domain Active on 2018-11-19","2018-11-17T01:26:25Z",
"Cryptolocker Domain Generation Algorithm","biwckfkyrvsk.org","Cryptolocker Domain Active on 2018-11-19","2018-11-17T01:26:49Z",
"Cryptolocker Domain Generation Algorithm","biwjqglrpoyuvhl.co.uk","Cryptolocker Domain Active on 2018-11-22","2018-11-20T01:25:58Z",
"Cryptolocker Domain Generation Algorithm","bixutfyssvilrj.info","Cryptolocker Domain Active on 2018-11-19","2018-11-17T01:26:26Z",
"Cryptolocker Domain Generation Algorithm","bjavdgppjcnao.org","Cryptolocker Domain Active on 2018-11-19","2018-11-17T01:26:39Z",
"Cryptolocker Domain Generation Algorithm","bjdavcdgjvqxm.info","Cryptolocker Domain Active on 2018-11-19","2018-11-17T01:26:35Z",
"Cryptolocker Domain Generation Algorithm","bjefrvtqhyagqj.com","Cryptolocker Domain Active on 2018-11-21","2018-11-19T01:25:55Z",
"Cryptolocker Domain Generation Algorithm","bjeigjqiwqoofr.com","Cryptolocker Domain Active on 2018-11-19","2018-11-17T01:26:30Z",
"Cryptolocker Domain Generation Algorithm","bjfvahomemadcmd.net","Cryptolocker Domain Active on 2018-11-23","2018-11-21T01:26:56Z",
"Cryptolocker Domain Generation Algorithm","bjgtlkrsxbot.org","Cryptolocker Domain Active on 2018-11-23","2018-11-21T01:27:32Z",
"Cryptolocker Domain Generation Algorithm","bjpwyeeecwgigv.org","Cryptolocker Domain Active on 2018-11-23","2018-11-21T01:27:01Z",
"Cryptolocker Domain Generation Algorithm","bjqkgbvuawtde.org","Cryptolocker Domain Active on 2018-11-23","2018-11-21T01:27:14Z",
"Cryptolocker Domain Generation Algorithm","bjtadnuipsrjnef.ru","Cryptolocker Domain Active on 2018-11-23","2018-11-21T01:26:45Z",
"Cryptolocker Domain Generation Algorithm","bkdqmdksmrja.net","Cryptolocker Domain Active on 2018-11-23","2018-11-21T01:27:29Z",
"Cryptolocker Domain Generation Algorithm","bkfnckjkpmunf.info","Cryptolocker Domain Active on 2018-11-23","2018-11-21T01:27:18Z",
